SEXE,EDAT,DATA,ESDEVENIMENT,PAUTA,RECOMPTE
Dona,80 o més,20/01/2021,Defunció,No iniciada,32
Dona,80 o més,20/01/2021,Hospitalització,No iniciada,41
Dona,80 o més,20/01/2021,Hospitalització,Parcial,1
Dona,80 o més,20/01/2021,Cas,Parcial,28
Dona,80 o més,20/01/2021,Cas,No iniciada,180
Home,80 o més,20/01/2021,Crítics,No iniciada,5
Home,80 o més,20/01/2021,Cas,No iniciada,112
Home,80 o més,20/01/2021,Hospitalització,No iniciada,31
Home,80 o més,20/01/2021,Defunció,No iniciada,32
Home,80 o més,20/01/2021,Hospitalització,Parcial,1
Home,80 o més,20/01/2021,Cas,Parcial,3
No classificat,No classificat,20/01/2021,Hospitalització,No iniciada,1
No classificat,No classificat,20/01/2021,Cas,No iniciada,126
No classificat,No classificat,20/01/2021,Crítics,No iniciada,1
Dona,0 a 9,19/01/2021,Cas,No iniciada,165
Home,0 a 9,19/01/2021,Hospitalització,No iniciada,1
Home,0 a 9,19/01/2021,Cas,No iniciada,204
Dona,10 a 19,19/01/2021,Cas,No iniciada,258
Home,10 a 19,19/01/2021,Cas,No iniciada,305
Dona,20 a 29,19/01/2021,Hospitalització,No iniciada,1
Dona,20 a 29,19/01/2021,Cas,Parcial,1
Dona,20 a 29,19/01/2021,Cas,No iniciada,276
Home,20 a 29,19/01/2021,Hospitalització,No iniciada,3
Home,20 a 29,19/01/2021,Cas,Parcial,1
Home,20 a 29,19/01/2021,Crítics,No iniciada,1
Home,20 a 29,19/01/2021,Cas,No iniciada,230
Dona,30 a 39,19/01/2021,Cas,Parcial,1
Dona,30 a 39,19/01/2021,Hospitalització,No iniciada,5
Dona,30 a 39,19/01/2021,Cas,No iniciada,319
Home,30 a 39,19/01/2021,Crítics,No iniciada,2
Home,30 a 39,19/01/2021,Cas,No iniciada,233
Home,30 a 39,19/01/2021,Hospitalització,No iniciada,8
Dona,40 a 49,19/01/2021,Crítics,No iniciada,3
Dona,40 a 49,19/01/2021,Cas,No iniciada,425
Dona,40 a 49,19/01/2021,Cas,Parcial,3
Dona,40 a 49,19/01/2021,Hospitalització,No iniciada,14
Home,40 a 49,19/01/2021,Cas,No iniciada,353
Home,40 a 49,19/01/2021,Hospitalització,No iniciada,19
Home,40 a 49,19/01/2021,Crítics,No iniciada,3
Dona,50 a 59,19/01/2021,Cas,Parcial,3
Dona,50 a 59,19/01/2021,Hospitalització,No iniciada,16
Dona,50 a 59,19/01/2021,Cas,No iniciada,372
Dona,50 a 59,19/01/2021,Defunció,No iniciada,3
Dona,50 a 59,19/01/2021,Crítics,No iniciada,1
Home,50 a 59,19/01/2021,Hospitalització,No iniciada,39
Home,50 a 59,19/01/2021,Crítics,No iniciada,7
Home,50 a 59,19/01/2021,Cas,No iniciada,274
Home,50 a 59,19/01/2021,Defunció,No iniciada,3
Dona,60 a 69,19/01/2021,Cas,No iniciada,214
Dona,60 a 69,19/01/2021,Cas,Parcial,2
Dona,60 a 69,19/01/2021,Defunció,No iniciada,1
Dona,60 a 69,19/01/2021,Crítics,No iniciada,2
Dona,60 a 69,19/01/2021,Hospitalització,No iniciada,25
Home,60 a 69,19/01/2021,Crítics,No iniciada,9
Home,60 a 69,19/01/2021,Hospitalització,No iniciada,46
Home,60 a 69,19/01/2021,Defunció,No iniciada,2
Home,60 a 69,19/01/2021,Cas,No iniciada,191
Dona,70 a 79,19/01/2021,Cas,No iniciada,178
Dona,70 a 79,19/01/2021,Defunció,No iniciada,3
Dona,70 a 79,19/01/2021,Crítics,No iniciada,2
Dona,70 a 79,19/01/2021,Hospitalització,No iniciada,37
Home,70 a 79,19/01/2021,Hospitalització,Parcial,1
Home,70 a 79,19/01/2021,Crítics,No iniciada,12
Home,70 a 79,19/01/2021,Cas,Parcial,2
Home,70 a 79,19/01/2021,Defunció,No iniciada,8
Home,70 a 79,19/01/2021,Cas,No iniciada,148
Home,70 a 79,19/01/2021,Hospitalització,No iniciada,40
Dona,80 o més,19/01/2021,Defunció,No iniciada,35
Dona,80 o més,19/01/2021,Defunció,Parcial,1
Dona,80 o més,19/01/2021,Cas,Parcial,16
Dona,80 o més,19/01/2021,Crítics,No iniciada,3
Dona,80 o més,19/01/2021,Cas,No iniciada,275
Dona,80 o més,19/01/2021,Hospitalització,Parcial,2
Dona,80 o més,19/01/2021,Hospitalització,No iniciada,53
Home,80 o més,19/01/2021,Crítics,No iniciada,2
Home,80 o més,19/01/2021,Cas,No iniciada,141
Home,80 o més,19/01/2021,Hospitalització,Parcial,2
Home,80 o més,19/01/2021,Hospitalització,No iniciada,39
Home,80 o més,19/01/2021,Cas,Parcial,2
Home,80 o més,19/01/2021,Defunció,No iniciada,27
Home,80 o més,19/01/2021,Defunció,Parcial,1
No classificat,No classificat,19/01/2021,Hospitalització,No iniciada,1
No classificat,No classificat,19/01/2021,Cas,No iniciada,115
Dona,0 a 9,18/01/2021,Cas,No iniciada,183
Home,0 a 9,18/01/2021,Hospitalització,No iniciada,3
Home,0 a 9,18/01/2021,Cas,No iniciada,171
Dona,10 a 19,18/01/2021,Hospitalització,No iniciada,1
Dona,10 a 19,18/01/2021,Cas,No iniciada,275
Home,10 a 19,18/01/2021,Cas,No iniciada,279
Home,10 a 19,18/01/2021,Hospitalització,No iniciada,1
Dona,20 a 29,18/01/2021,Cas,No iniciada,319
Dona,20 a 29,18/01/2021,Cas,Parcial,1
Dona,20 a 29,18/01/2021,Hospitalització,No iniciada,2
Home,20 a 29,18/01/2021,Cas,No iniciada,242
Dona,30 a 39,18/01/2021,Hospitalització,No iniciada,6
Dona,30 a 39,18/01/2021,Crítics,No iniciada,1
Dona,30 a 39,18/01/2021,Cas,No iniciada,392
Home,30 a 39,18/01/2021,Hospitalització,No iniciada,7
Home,30 a 39,18/01/2021,Crítics,No iniciada,1
Home,30 a 39,18/01/2021,Cas,No iniciada,329
Dona,40 a 49,18/01/2021,Cas,No iniciada,511
Dona,40 a 49,18/01/2021,Crítics,No iniciada,2
Dona,40 a 49,18/01/2021,Cas,Parcial,1
Dona,40 a 49,18/01/2021,Hospitalització,No iniciada,13
Home,40 a 49,18/01/2021,Cas,Parcial,1
Home,40 a 49,18/01/2021,Hospitalització,No iniciada,15
Home,40 a 49,18/01/2021,Cas,No iniciada,450
Dona,50 a 59,18/01/2021,Hospitalització,No iniciada,17
Dona,50 a 59,18/01/2021,Cas,Parcial,1
Dona,50 a 59,18/01/2021,Cas,No iniciada,444
Dona,50 a 59,18/01/2021,Crítics,No iniciada,2
Home,50 a 59,18/01/2021,Crítics,No iniciada,7
Home,50 a 59,18/01/2021,Defunció,No iniciada,2
Home,50 a 59,18/01/2021,Cas,No iniciada,344
Home,50 a 59,18/01/2021,Hospitalització,No iniciada,25
Dona,60 a 69,18/01/2021,Defunció,No iniciada,2
Dona,60 a 69,18/01/2021,Hospitalització,No iniciada,25
Dona,60 a 69,18/01/2021,Crítics,No iniciada,2
Dona,60 a 69,18/01/2021,Cas,No iniciada,270
Home,60 a 69,18/01/2021,Crítics,No iniciada,12
Home,60 a 69,18/01/2021,Defunció,No iniciada,5
Home,60 a 69,18/01/2021,Hospitalització,No iniciada,40
Home,60 a 69,18/01/2021,Cas,No iniciada,260
Dona,70 a 79,18/01/2021,Defunció,No iniciada,2
Dona,70 a 79,18/01/2021,Hospitalització,No iniciada,21
Dona,70 a 79,18/01/2021,Cas,Parcial,1
Dona,70 a 79,18/01/2021,Cas,No iniciada,214
Dona,70 a 79,18/01/2021,Crítics,No iniciada,6
Home,70 a 79,18/01/2021,Defunció,No iniciada,7
Home,70 a 79,18/01/2021,Crítics,No iniciada,8
Home,70 a 79,18/01/2021,Cas,No iniciada,163
Home,70 a 79,18/01/2021,Hospitalització,No iniciada,35
Dona,80 o més,18/01/2021,Defunció,Parcial,2
Dona,80 o més,18/01/2021,Cas,Parcial,6
Dona,80 o més,18/01/2021,Hospitalització,No iniciada,43
Dona,80 o més,18/01/2021,Crítics,No iniciada,2
Dona,80 o més,18/01/2021,Defunció,No iniciada,25
Dona,80 o més,18/01/2021,Cas,No iniciada,230
Home,80 o més,18/01/2021,Crítics,No iniciada,2
Home,80 o més,18/01/2021,Defunció,No iniciada,28
Home,80 o més,18/01/2021,Cas,No iniciada,128
Home,80 o més,18/01/2021,Hospitalització,Parcial,1
Home,80 o més,18/01/2021,Cas,Parcial,1
Home,80 o més,18/01/2021,Hospitalització,No iniciada,36
No classificat,No classificat,18/01/2021,Crítics,No iniciada,1
No classificat,No classificat,18/01/2021,Cas,No iniciada,124
No classificat,No classificat,18/01/2021,Hospitalització,No iniciada,2
Dona,0 a 9,17/01/2021,Cas,No iniciada,48
Home,0 a 9,17/01/2021,Cas,No iniciada,43
Home,0 a 9,17/01/2021,Hospitalització,No iniciada,1
Dona,10 a 19,17/01/2021,Cas,No iniciada,76
Home,10 a 19,17/01/2021,Hospitalització,No iniciada,1
Home,10 a 19,17/01/2021,Cas,No iniciada,83
Dona,20 a 29,17/01/2021,Hospitalització,No iniciada,2
Dona,20 a 29,17/01/2021,Cas,No iniciada,93
Home,20 a 29,17/01/2021,Cas,No iniciada,90
Home,20 a 29,17/01/2021,Hospitalització,No iniciada,1
Dona,30 a 39,17/01/2021,Cas,No iniciada,112
Dona,30 a 39,17/01/2021,Hospitalització,No iniciada,3
Home,30 a 39,17/01/2021,Hospitalització,No iniciada,2
Home,30 a 39,17/01/2021,Crítics,No iniciada,1
Home,30 a 39,17/01/2021,Cas,No iniciada,67
Home,30 a 39,17/01/2021,Defunció,No iniciada,1
Dona,40 a 49,17/01/2021,Crítics,No iniciada,3
Dona,40 a 49,17/01/2021,Cas,No iniciada,131
Dona,40 a 49,17/01/2021,Hospitalització,No iniciada,8
Home,40 a 49,17/01/2021,Cas,No iniciada,155
Home,40 a 49,17/01/2021,Hospitalització,No iniciada,8
Home,40 a 49,17/01/2021,Crítics,No iniciada,1
Dona,50 a 59,17/01/2021,Hospitalització,No iniciada,13
Dona,50 a 59,17/01/2021,Crítics,No iniciada,2
Dona,50 a 59,17/01/2021,Cas,No iniciada,120
Home,50 a 59,17/01/2021,Hospitalització,No iniciada,21
Home,50 a 59,17/01/2021,Cas,No iniciada,108
Home,50 a 59,17/01/2021,Crítics,No iniciada,3
Home,50 a 59,17/01/2021,Defunció,No iniciada,2
Dona,60 a 69,17/01/2021,Crítics,No iniciada,5
Dona,60 a 69,17/01/2021,Cas,No iniciada,80
Dona,60 a 69,17/01/2021,Hospitalització,No iniciada,15
Home,60 a 69,17/01/2021,Crítics,No iniciada,11
Home,60 a 69,17/01/2021,Hospitalització,No iniciada,29
Home,60 a 69,17/01/2021,Defunció,No iniciada,1
Home,60 a 69,17/01/2021,Cas,No iniciada,81
Dona,70 a 79,17/01/2021,Hospitalització,No iniciada,10
Dona,70 a 79,17/01/2021,Cas,No iniciada,51
Dona,70 a 79,17/01/2021,Defunció,No iniciada,8
Dona,70 a 79,17/01/2021,Cas,Parcial,1
Home,70 a 79,17/01/2021,Hospitalització,No iniciada,24
Home,70 a 79,17/01/2021,Crítics,No iniciada,10
Home,70 a 79,17/01/2021,Defunció,No iniciada,5
Home,70 a 79,17/01/2021,Cas,No iniciada,55
Dona,80 o més,17/01/2021,Crítics,No iniciada,3
Dona,80 o més,17/01/2021,Defunció,No iniciada,33
Dona,80 o més,17/01/2021,Hospitalització,Parcial,1
Dona,80 o més,17/01/2021,Cas,No iniciada,81
Dona,80 o més,17/01/2021,Hospitalització,No iniciada,41
Home,80 o més,17/01/2021,Crítics,No iniciada,2
Home,80 o més,17/01/2021,Hospitalització,No iniciada,22
Home,80 o més,17/01/2021,Cas,No iniciada,47
Home,80 o més,17/01/2021,Defunció,No iniciada,30
No classificat,No classificat,17/01/2021,Cas,No iniciada,23
No classificat,No classificat,17/01/2021,Hospitalització,No iniciada,1
Dona,0 a 9,16/01/2021,Cas,No iniciada,71
Home,0 a 9,16/01/2021,Cas,No iniciada,57
Dona,10 a 19,16/01/2021,Cas,No iniciada,109
Home,10 a 19,16/01/2021,Cas,No iniciada,115
Home,10 a 19,16/01/2021,Crítics,No iniciada,1
Home,10 a 19,16/01/2021,Hospitalització,No iniciada,2
Dona,20 a 29,16/01/2021,Cas,No iniciada,111
Dona,20 a 29,16/01/2021,Hospitalització,No iniciada,3
Home,20 a 29,16/01/2021,Cas,No iniciada,97
Home,20 a 29,16/01/2021,Crítics,No iniciada,1
Home,20 a 29,16/01/2021,Hospitalització,No iniciada,1
Dona,30 a 39,16/01/2021,Crítics,No iniciada,1
Dona,30 a 39,16/01/2021,Cas,No iniciada,152
Dona,30 a 39,16/01/2021,Hospitalització,No iniciada,8
Home,30 a 39,16/01/2021,Defunció,No iniciada,1
Home,30 a 39,16/01/2021,Cas,No iniciada,115
Home,30 a 39,16/01/2021,Hospitalització,No iniciada,8
Home,30 a 39,16/01/2021,Crítics,No iniciada,1
Dona,40 a 49,16/01/2021,Crítics,No iniciada,1
Dona,40 a 49,16/01/2021,Hospitalització,No iniciada,9
Dona,40 a 49,16/01/2021,Cas,Parcial,1
Dona,40 a 49,16/01/2021,Cas,No iniciada,162
Home,40 a 49,16/01/2021,Crítics,No iniciada,2
Home,40 a 49,16/01/2021,Hospitalització,No iniciada,6
Home,40 a 49,16/01/2021,Cas,No iniciada,171
Dona,50 a 59,16/01/2021,Cas,No iniciada,166
Dona,50 a 59,16/01/2021,Hospitalització,No iniciada,9
Dona,50 a 59,16/01/2021,Cas,Parcial,1
Dona,50 a 59,16/01/2021,Defunció,No iniciada,1
Home,50 a 59,16/01/2021,Crítics,No iniciada,9
Home,50 a 59,16/01/2021,Hospitalització,No iniciada,24
Home,50 a 59,16/01/2021,Defunció,No iniciada,3
Home,50 a 59,16/01/2021,Cas,No iniciada,160
Dona,60 a 69,16/01/2021,Cas,No iniciada,100
Dona,60 a 69,16/01/2021,Crítics,No iniciada,1
Dona,60 a 69,16/01/2021,Hospitalització,No iniciada,16
Home,60 a 69,16/01/2021,Hospitalització,No iniciada,29
Home,60 a 69,16/01/2021,Cas,No iniciada,106
Home,60 a 69,16/01/2021,Crítics,No iniciada,15
Home,60 a 69,16/01/2021,Defunció,No iniciada,6
Dona,70 a 79,16/01/2021,Hospitalització,No iniciada,27
Dona,70 a 79,16/01/2021,Defunció,No iniciada,3
Dona,70 a 79,16/01/2021,Crítics,No iniciada,6
Dona,70 a 79,16/01/2021,Cas,No iniciada,61
Home,70 a 79,16/01/2021,Defunció,No iniciada,11
Home,70 a 79,16/01/2021,Hospitalització,No iniciada,30
Home,70 a 79,16/01/2021,Crítics,No iniciada,9
Home,70 a 79,16/01/2021,Cas,No iniciada,82
Dona,80 o més,16/01/2021,Hospitalització,Parcial,3
Dona,80 o més,16/01/2021,Cas,No iniciada,126
Dona,80 o més,16/01/2021,Hospitalització,No iniciada,28
Dona,80 o més,16/01/2021,Cas,Parcial,1
Dona,80 o més,16/01/2021,Defunció,No iniciada,24
Home,80 o més,16/01/2021,Defunció,No iniciada,16
Home,80 o més,16/01/2021,Hospitalització,No iniciada,37
Home,80 o més,16/01/2021,Cas,No iniciada,66
Home,80 o més,16/01/2021,Crítics,No iniciada,2
No classificat,No classificat,16/01/2021,Hospitalització,No iniciada,2
No classificat,No classificat,16/01/2021,Cas,No iniciada,73
Dona,0 a 9,15/01/2021,Cas,No iniciada,157
Home,0 a 9,15/01/2021,Cas,No iniciada,131
Home,0 a 9,15/01/2021,Crítics,No iniciada,1
Dona,10 a 19,15/01/2021,Cas,No iniciada,226
Home,10 a 19,15/01/2021,Hospitalització,No iniciada,1
Home,10 a 19,15/01/2021,Cas,No iniciada,240
Dona,20 a 29,15/01/2021,Cas,No iniciada,251
Home,20 a 29,15/01/2021,Hospitalització,No iniciada,1
Home,20 a 29,15/01/2021,Cas,No iniciada,228
Dona,30 a 39,15/01/2021,Cas,Parcial,1
Dona,30 a 39,15/01/2021,Cas,No iniciada,303
Dona,30 a 39,15/01/2021,Hospitalització,No iniciada,4
Home,30 a 39,15/01/2021,Crítics,No iniciada,1
Home,30 a 39,15/01/2021,Cas,No iniciada,242
Home,30 a 39,15/01/2021,Hospitalització,No iniciada,8
Dona,40 a 49,15/01/2021,Hospitalització,No iniciada,8
Dona,40 a 49,15/01/2021,Crítics,No iniciada,1
Dona,40 a 49,15/01/2021,Cas,No iniciada,370
Home,40 a 49,15/01/2021,Hospitalització,No iniciada,17
Home,40 a 49,15/01/2021,Crítics,No iniciada,1
Home,40 a 49,15/01/2021,Cas,No iniciada,288
Dona,50 a 59,15/01/2021,Crítics,No iniciada,4
Dona,50 a 59,15/01/2021,Defunció,Parcial,1
Dona,50 a 59,15/01/2021,Defunció,No iniciada,1
Dona,50 a 59,15/01/2021,Hospitalització,No iniciada,16
Dona,50 a 59,15/01/2021,Cas,No iniciada,310
Home,50 a 59,15/01/2021,Cas,No iniciada,313
Home,50 a 59,15/01/2021,Crítics,No iniciada,4
Home,50 a 59,15/01/2021,Hospitalització,No iniciada,29
Home,50 a 59,15/01/2021,Defunció,No iniciada,1
Dona,60 a 69,15/01/2021,Defunció,No iniciada,2
Dona,60 a 69,15/01/2021,Cas,No iniciada,212
Dona,60 a 69,15/01/2021,Crítics,No iniciada,3
Dona,60 a 69,15/01/2021,Hospitalització,No iniciada,17
Home,60 a 69,15/01/2021,Cas,No iniciada,195
Home,60 a 69,15/01/2021,Crítics,No iniciada,7
Home,60 a 69,15/01/2021,Defunció,No iniciada,4
Home,60 a 69,15/01/2021,Hospitalització,No iniciada,32
Dona,70 a 79,15/01/2021,Defunció,No iniciada,1
Dona,70 a 79,15/01/2021,Hospitalització,No iniciada,35
Dona,70 a 79,15/01/2021,Cas,Parcial,1
Dona,70 a 79,15/01/2021,Cas,No iniciada,143
Dona,70 a 79,15/01/2021,Crítics,No iniciada,1
Home,70 a 79,15/01/2021,Cas,No iniciada,127
Home,70 a 79,15/01/2021,Defunció,No iniciada,6
Home,70 a 79,15/01/2021,Crítics,No iniciada,10
Home,70 a 79,15/01/2021,Hospitalització,No iniciada,40
Dona,80 o més,15/01/2021,Cas,No iniciada,185
Dona,80 o més,15/01/2021,Cas,Parcial,10
Dona,80 o més,15/01/2021,Defunció,No iniciada,27
Dona,80 o més,15/01/2021,Hospitalització,No iniciada,47
Home,80 o més,15/01/2021,Cas,Parcial,1
Home,80 o més,15/01/2021,Hospitalització,No iniciada,27
Home,80 o més,15/01/2021,Hospitalització,Parcial,1
Home,80 o més,15/01/2021,Defunció,No iniciada,26
Home,80 o més,15/01/2021,Cas,No iniciada,91
Home,80 o més,15/01/2021,Crítics,No iniciada,3
No classificat,No classificat,15/01/2021,Cas,No iniciada,104
No classificat,No classificat,15/01/2021,Hospitalització,No iniciada,1
Dona,0 a 9,14/01/2021,Cas,No iniciada,136
Home,0 a 9,14/01/2021,Cas,No iniciada,128
Home,0 a 9,14/01/2021,Hospitalització,No iniciada,2
Dona,10 a 19,14/01/2021,Hospitalització,No iniciada,3
Dona,10 a 19,14/01/2021,Cas,No iniciada,235
Dona,10 a 19,14/01/2021,Cas,Parcial,1
Home,10 a 19,14/01/2021,Hospitalització,No iniciada,1
Home,10 a 19,14/01/2021,Cas,No iniciada,236
Dona,20 a 29,14/01/2021,Hospitalització,No iniciada,1
Dona,20 a 29,14/01/2021,Cas,No iniciada,275
Dona,20 a 29,14/01/2021,Cas,Parcial,1
Home,20 a 29,14/01/2021,Hospitalització,No iniciada,1
Home,20 a 29,14/01/2021,Cas,No iniciada,219
Dona,30 a 39,14/01/2021,Hospitalització,No iniciada,2
Dona,30 a 39,14/01/2021,Cas,No iniciada,310
Home,30 a 39,14/01/2021,Hospitalització,No iniciada,11
Home,30 a 39,14/01/2021,Cas,No iniciada,220
Dona,40 a 49,14/01/2021,Hospitalització,No iniciada,4
Dona,40 a 49,14/01/2021,Cas,No iniciada,364
Dona,40 a 49,14/01/2021,Cas,Parcial,2
Dona,40 a 49,14/01/2021,Crítics,No iniciada,1
Home,40 a 49,14/01/2021,Cas,Parcial,2
Home,40 a 49,14/01/2021,Hospitalització,No iniciada,14
Home,40 a 49,14/01/2021,Cas,No iniciada,289
Home,40 a 49,14/01/2021,Crítics,No iniciada,3
Dona,50 a 59,14/01/2021,Hospitalització,No iniciada,10
Dona,50 a 59,14/01/2021,Cas,No iniciada,340
Dona,50 a 59,14/01/2021,Defunció,No iniciada,1
Home,50 a 59,14/01/2021,Cas,No iniciada,281
Home,50 a 59,14/01/2021,Defunció,No iniciada,1
Home,50 a 59,14/01/2021,Crítics,No iniciada,9
Home,50 a 59,14/01/2021,Hospitalització,No iniciada,27
Dona,60 a 69,14/01/2021,Crítics,No iniciada,4
Dona,60 a 69,14/01/2021,Hospitalització,No iniciada,19
Dona,60 a 69,14/01/2021,Cas,No iniciada,198
Home,60 a 69,14/01/2021,Hospitalització,No iniciada,40
Home,60 a 69,14/01/2021,Cas,No iniciada,187
Home,60 a 69,14/01/2021,Defunció,No iniciada,3
Home,60 a 69,14/01/2021,Crítics,No iniciada,13
Dona,70 a 79,14/01/2021,Hospitalització,No iniciada,15
Dona,70 a 79,14/01/2021,Defunció,No iniciada,3
Dona,70 a 79,14/01/2021,Crítics,No iniciada,4
Dona,70 a 79,14/01/2021,Cas,No iniciada,135
Home,70 a 79,14/01/2021,Hospitalització,No iniciada,43
Home,70 a 79,14/01/2021,Cas,No iniciada,122
Home,70 a 79,14/01/2021,Crítics,No iniciada,8
Home,70 a 79,14/01/2021,Defunció,No iniciada,14
Home,70 a 79,14/01/2021,Defunció,Parcial,1
Dona,80 o més,14/01/2021,Cas,No iniciada,177
Dona,80 o més,14/01/2021,Defunció,No iniciada,30
Dona,80 o més,14/01/2021,Crítics,No iniciada,1
Dona,80 o més,14/01/2021,Hospitalització,No iniciada,46
Home,80 o més,14/01/2021,Cas,No iniciada,109
Home,80 o més,14/01/2021,Hospitalització,No iniciada,36
Home,80 o més,14/01/2021,Crítics,No iniciada,3
Home,80 o més,14/01/2021,Defunció,No iniciada,26
No classificat,No classificat,14/01/2021,Hospitalització,No iniciada,2
No classificat,No classificat,14/01/2021,Cas,No iniciada,108
Dona,0 a 9,13/01/2021,Cas,No iniciada,159
Home,0 a 9,13/01/2021,Hospitalització,No iniciada,1
Home,0 a 9,13/01/2021,Cas,No iniciada,139
Dona,10 a 19,13/01/2021,Cas,No iniciada,256
Home,10 a 19,13/01/2021,Cas,No iniciada,243
Dona,20 a 29,13/01/2021,Cas,No iniciada,335
Dona,20 a 29,13/01/2021,Cas,Parcial,1
Dona,20 a 29,13/01/2021,Hospitalització,No iniciada,4
Dona,20 a 29,13/01/2021,Crítics,No iniciada,1
Home,20 a 29,13/01/2021,Hospitalització,No iniciada,1
Home,20 a 29,13/01/2021,Cas,No iniciada,265
Dona,30 a 39,13/01/2021,Cas,No iniciada,319
Dona,30 a 39,13/01/2021,Crítics,No iniciada,1
Dona,30 a 39,13/01/2021,Hospitalització,No iniciada,4
Home,30 a 39,13/01/2021,Hospitalització,No iniciada,5
Home,30 a 39,13/01/2021,Cas,No iniciada,265
Home,30 a 39,13/01/2021,Crítics,No iniciada,2
Dona,40 a 49,13/01/2021,Crítics,No iniciada,1
Dona,40 a 49,13/01/2021,Cas,No iniciada,373
Dona,40 a 49,13/01/2021,Hospitalització,No iniciada,13
Home,40 a 49,13/01/2021,Crítics,No iniciada,2
Home,40 a 49,13/01/2021,Hospitalització,No iniciada,14
Home,40 a 49,13/01/2021,Cas,No iniciada,309
Dona,50 a 59,13/01/2021,Hospitalització,No iniciada,11
Dona,50 a 59,13/01/2021,Cas,No iniciada,367
Dona,50 a 59,13/01/2021,Crítics,No iniciada,3
Home,50 a 59,13/01/2021,Cas,No iniciada,288
Home,50 a 59,13/01/2021,Hospitalització,No iniciada,27
Home,50 a 59,13/01/2021,Crítics,No iniciada,5
Home,50 a 59,13/01/2021,Defunció,No iniciada,1
Dona,60 a 69,13/01/2021,Defunció,No iniciada,3
Dona,60 a 69,13/01/2021,Cas,No iniciada,227
Dona,60 a 69,13/01/2021,Crítics,No iniciada,2
Dona,60 a 69,13/01/2021,Hospitalització,No iniciada,30
Home,60 a 69,13/01/2021,Defunció,No iniciada,7
Home,60 a 69,13/01/2021,Hospitalització,No iniciada,36
Home,60 a 69,13/01/2021,Crítics,No iniciada,9
Home,60 a 69,13/01/2021,Cas,No iniciada,228
Dona,70 a 79,13/01/2021,Crítics,No iniciada,2
Dona,70 a 79,13/01/2021,Defunció,No iniciada,5
Dona,70 a 79,13/01/2021,Hospitalització,No iniciada,29
Dona,70 a 79,13/01/2021,Cas,No iniciada,151
Home,70 a 79,13/01/2021,Hospitalització,No iniciada,34
Home,70 a 79,13/01/2021,Cas,No iniciada,144
Home,70 a 79,13/01/2021,Defunció,No iniciada,7
Home,70 a 79,13/01/2021,Crítics,No iniciada,8
Dona,80 o més,13/01/2021,Cas,No iniciada,219
Dona,80 o més,13/01/2021,Hospitalització,No iniciada,46
Dona,80 o més,13/01/2021,Cas,Parcial,5
Dona,80 o més,13/01/2021,Defunció,No iniciada,20
Home,80 o més,13/01/2021,Hospitalització,No iniciada,34
Home,80 o més,13/01/2021,Cas,No iniciada,113
Home,80 o més,13/01/2021,Defunció,No iniciada,19
Home,80 o més,13/01/2021,Cas,Parcial,3
Home,80 o més,13/01/2021,Crítics,No iniciada,3
No classificat,No classificat,13/01/2021,Hospitalització,No iniciada,2
No classificat,No classificat,13/01/2021,Cas,No iniciada,113
Dona,0 a 9,12/01/2021,Cas,No iniciada,160
Home,0 a 9,12/01/2021,Hospitalització,No iniciada,1
Home,0 a 9,12/01/2021,Cas,No iniciada,164
Dona,10 a 19,12/01/2021,Hospitalització,No iniciada,1
Dona,10 a 19,12/01/2021,Cas,No iniciada,300
Home,10 a 19,12/01/2021,Cas,No iniciada,310
Home,10 a 19,12/01/2021,Hospitalització,No iniciada,1
Dona,20 a 29,12/01/2021,Cas,No iniciada,394
Dona,20 a 29,12/01/2021,Hospitalització,No iniciada,1
Home,20 a 29,12/01/2021,Hospitalització,No iniciada,2
Home,20 a 29,12/01/2021,Crítics,No iniciada,1
Home,20 a 29,12/01/2021,Cas,No iniciada,281
Dona,30 a 39,12/01/2021,Cas,No iniciada,367
Dona,30 a 39,12/01/2021,Hospitalització,No iniciada,7
Dona,30 a 39,12/01/2021,Cas,Parcial,1
Home,30 a 39,12/01/2021,Cas,No iniciada,315
Home,30 a 39,12/01/2021,Hospitalització,No iniciada,5
Dona,40 a 49,12/01/2021,Cas,No iniciada,425
Dona,40 a 49,12/01/2021,Hospitalització,No iniciada,7
Dona,40 a 49,12/01/2021,Defunció,No iniciada,1
Home,40 a 49,12/01/2021,Cas,No iniciada,335
Home,40 a 49,12/01/2021,Crítics,No iniciada,4
Home,40 a 49,12/01/2021,Hospitalització,No iniciada,23
Dona,50 a 59,12/01/2021,Cas,No iniciada,421
Dona,50 a 59,12/01/2021,Crítics,No iniciada,2
Dona,50 a 59,12/01/2021,Hospitalització,No iniciada,19
Home,50 a 59,12/01/2021,Crítics,No iniciada,1
Home,50 a 59,12/01/2021,Hospitalització,No iniciada,17
Home,50 a 59,12/01/2021,Defunció,No iniciada,1
Home,50 a 59,12/01/2021,Cas,No iniciada,333
Dona,60 a 69,12/01/2021,Hospitalització,No iniciada,27
Dona,60 a 69,12/01/2021,Crítics,No iniciada,1
Dona,60 a 69,12/01/2021,Cas,No iniciada,275
Home,60 a 69,12/01/2021,Defunció,No iniciada,3
Home,60 a 69,12/01/2021,Crítics,No iniciada,10
Home,60 a 69,12/01/2021,Hospitalització,No iniciada,39
Home,60 a 69,12/01/2021,Cas,No iniciada,271
Dona,70 a 79,12/01/2021,Defunció,No iniciada,1
Dona,70 a 79,12/01/2021,Cas,No iniciada,209
